"hugo_symbol","log2FoldChange"
"ENSG00000258535",-0.21676152212662
"ENSG00000258539",-0.516398878423598
"ENSG00000258559",0.0728476413675312
"ENSG00000258581",2.91514455771682
"ENSG00000258593",1.05128669454979
"ENSG00000258603",0.755088695455902
"ENSG00000258604",-3.63173780748739
"ENSG00000258610",-7.22571739813606
"ENSG00000258634",-0.40921448951026
"ENSG00000258653",0.494540970626704
"ENSG00000258667",1.61360828858656
"ENSG00000258674",-1.25544607181184
"ENSG00000258677",4.78504989387261
"ENSG00000258682",1.02659020638385
"ENSG00000258711",0.693741338443845
"ENSG00000258728",-0.761560793464688
"ENSG00000258736",-0.0835681202029361
"ENSG00000258744",0.153968046830517
"ENSG00000258760",-1.2152757505833
"ENSG00000258765",-0.454354405860881
"ENSG00000258768",-1.3498391000643
"ENSG00000258790",-0.41299578776832
"ENSG00000258792",-0.217109245320793
"ENSG00000258793",1.600238289882
"ENSG00000258820",1.03943489908262
"ENSG00000258824",0.0160170659192678
"ENSG00000258875",-0.976194548820129
"ENSG00000258881",0.308451847410727
"ENSG00000258891",0.472078519639057
"ENSG00000258904",-0.684231718895162
"ENSG00000258938",0.674904839068431
"ENSG00000258944",1.04717649833048
"ENSG00000258985",0.275375463208648
"ENSG00000259001",-0.00477562882121741
"ENSG00000259002",1.01378054269874
"ENSG00000259017",2.66121368739267
"ENSG00000259053",-3.64658236331139
"ENSG00000259081",-1.82168170790277
"ENSG00000259087",-0.0429933883175431
"ENSG00000259088",-1.36970247196831
"ENSG00000259115",1.09194540033383
"ENSG00000259135",1.08210897299807
"ENSG00000259138",0.321421161090929
"ENSG00000259171",-5.42852127124338
"ENSG00000259182",-0.484376046367277
"ENSG00000259198",-0.167490381073893
"ENSG00000259211",1.04004158158515
"ENSG00000259212",0.739968619075521
"ENSG00000259219",1.19923876768223
"ENSG00000259238",-0.21655030083786
"ENSG00000259250",-1.280155652366
"ENSG00000259287",1.8928531150087
"ENSG00000259321",0.611583221666424
"ENSG00000259326",1.90428872350636
"ENSG00000259342",1.48520778661027
"ENSG00000259345",-0.281136274819455
"ENSG00000259363",0.304597748062793
"ENSG00000259366",0.528621771397879
"ENSG00000259370",-0.720295693979528
"ENSG00000259408",2.08111781512544
"ENSG00000259514",-1.13597602073958
"ENSG00000259515",0.0962872341043767
"ENSG00000259522",1.15452345536209
"ENSG00000259529",-0.266753760611594
"ENSG00000259536",-0.971318883979153
"ENSG00000259539",-1.46117229857068
"ENSG00000259540",1.12734317280297
"ENSG00000259553",0.695627884596024
"ENSG00000259562",-0.48945503069576
"ENSG00000259563",0.969269369958738
"ENSG00000259584",0.413438522301315
"ENSG00000259605",-0.398135219339214
"ENSG00000259607",-0.0230836440998074
"ENSG00000259623",-0.644562843137136
"ENSG00000259635",0.277241820661934
"ENSG00000259659",1.11766840311391
"ENSG00000259661",-2.52731952965467
"ENSG00000259668",1.40548615333184
"ENSG00000259675",-2.22683627530731
"ENSG00000259677",0.64616652768447
"ENSG00000259697",0.529946517354406
"ENSG00000259704",-2.01272054384688
"ENSG00000259732",-0.00535020250652493
"ENSG00000259735",-0.642242677292585
"ENSG00000259776",0.0135438132223865
"ENSG00000259782",-0.0814494498122877
"ENSG00000259792",-3.40092907834894
"ENSG00000259793",-0.679931995954869
"ENSG00000259807",0.610715338216291
"ENSG00000259810",0.528458323566518
"ENSG00000259865",0.60776791695828
"ENSG00000259868",0.757698581599596
"ENSG00000259871",-2.96490201058647
"ENSG00000259881",0.0426003271097573
"ENSG00000259891",-0.402754236438789
"ENSG00000259912",-1.58610149458833
"ENSG00000259921",-0.217212016124412
"ENSG00000259940",0.32583820213055
"ENSG00000259948",-8.96017034498259
"ENSG00000259952",-1.27352436220512
"ENSG00000259959",-2.80575313247847
"ENSG00000259976",0.483856426133993
"ENSG00000259985",1.37285538175498
"ENSG00000259986",-1.39023119563874
"ENSG00000259994",-0.30246092541864
"ENSG00000260000",1.12249737960423
"ENSG00000260007",-0.929775485629335
"ENSG00000260051",0.530283822272413
"ENSG00000260059",-0.885453090760362
"ENSG00000260063",-0.179180208312305
"ENSG00000260072",0.575038102134943
"ENSG00000260077",0.560810498556778
"ENSG00000260086",-0.213114070445027
"ENSG00000260107",-1.10075683904535
"ENSG00000260112",0.642310600217097
"ENSG00000260121",0.0825944960408415
"ENSG00000260136",-0.276058608809198
"ENSG00000260156",2.0456670171486
"ENSG00000260167",-0.202605184924809
"ENSG00000260177",0.382326998478615
"ENSG00000260188",-0.604344887754545
"ENSG00000260196",-1.26314938425354
"ENSG00000260197",-0.123668722596719
"ENSG00000260206",-1.17692911905162
"ENSG00000260249",0.551131794835268
"ENSG00000260253",4.78191277779734
"ENSG00000260257",-0.429952628855307
"ENSG00000260267",0.692372535337133
"ENSG00000260269",-0.551073248471338
"ENSG00000260271",0.401424378171496
"ENSG00000260274",-0.298628746180461
"ENSG00000260277",-0.161160016467599
"ENSG00000260279",1.24546893473855
"ENSG00000260288",0.144284296231491
"ENSG00000260293",-0.725916092618022
"ENSG00000260296",-0.7820906071648
"ENSG00000260306",-1.15433412284616
"ENSG00000260316",0.389452821005826
"ENSG00000260342",0.749231859661788
"ENSG00000260345",-1.38480157709815
"ENSG00000260360",1.33802689163321
"ENSG00000260361",2.29728925219539
"ENSG00000260367",0.172978909017723
"ENSG00000260368",0.885941582773661
"ENSG00000260400",-1.66812721615873
"ENSG00000260425",-0.733603637154212
"ENSG00000260430",-0.231522438898538
"ENSG00000260436",0.523860176608867
"ENSG00000260464",-0.327055751321079
"ENSG00000260465",-1.76142022183902
"ENSG00000260495",-0.080624561836379
"ENSG00000260498",0.378734886440619
"ENSG00000260500",-1.08101920885462
"ENSG00000260534",-3.86078784097506
"ENSG00000260537",2.77647616276966
"ENSG00000260558",0.353646776734379
"ENSG00000260563",0.120480150583702
"ENSG00000260569",0.31235341684123
"ENSG00000260583",7.39191612413481
"ENSG00000260608",0.558982627561595
"ENSG00000260613",0.992323626505523
"ENSG00000260620",-0.0846954727570894
"ENSG00000260643",-1.31526827565864
"ENSG00000260645",0.210910429936148
"ENSG00000260657",0.366877870236469
"ENSG00000260658",0.758217436107122
"ENSG00000260661",-1.93972713840383
"ENSG00000260664",-0.309341566164209
"ENSG00000260669",-0.207971547646425
"ENSG00000260683",1.08656287571543
"ENSG00000260693",-0.565500420778222
"ENSG00000260698",-0.000528712075075056
"ENSG00000260701",-0.142433326349025
"ENSG00000260711",0.563279461566443
"ENSG00000260719",-0.0469511189481331
"ENSG00000260729",-2.88960721635455
"ENSG00000260743",0.834095316110728
"ENSG00000260751",0.246085908706749
"ENSG00000260763",0.225606623530701
"ENSG00000260772",0.770532113108475
"ENSG00000260773",-0.479008916705209
"ENSG00000260774",0.9863325217575
"ENSG00000260803",-0.0502901262512951
"ENSG00000260805",1.03298596071824
"ENSG00000260808",0.88161042902673
"ENSG00000260816",1.82074462820269
"ENSG00000260830",-0.521167512807381
"ENSG00000260850",-0.0248786959756442
"ENSG00000260851",-0.736829221745082
"ENSG00000260855",0.410174492441367
"ENSG00000260861",-2.97840599839863
"ENSG00000260874",-0.887473474204264
"ENSG00000260879",-0.498482811670286
"ENSG00000260899",-0.120484408659034
"ENSG00000260911",-0.590241130144218
"ENSG00000260912",-1.90738699865723
"ENSG00000260917",-0.115201986551376
"ENSG00000260920",1.65465602868036
"ENSG00000260927",-2.1829512834788
"ENSG00000260932",-0.576895963630634
"ENSG00000260947",-2.43259873238078
"ENSG00000260948",-1.41862380210488
"ENSG00000260949",-1.92934599615984
"ENSG00000260953",1.79746674801195
"ENSG00000260997",5.55475511094851
"ENSG00000261056",-0.279803290252362
"ENSG00000261060",5.23550810707814
"ENSG00000261067",0.200489067654753
"ENSG00000261079",0.632588868156894
"ENSG00000261094",0.616434424625242
"ENSG00000261096",-1.20304262970898
"ENSG00000261098",0.634837026565462
"ENSG00000261113",-5.24154629146892
"ENSG00000261114",1.45344249104676
"ENSG00000261118",0.0506459635689378
"ENSG00000261123",-0.298735660625731
"ENSG00000261136",-0.295296043604144
"ENSG00000261140",0.706882619078547
"ENSG00000261167",-2.07998440808444
"ENSG00000261170",-0.300618611051768
"ENSG00000261177",0.347494096442846
"ENSG00000261187",0.168453489494979
"ENSG00000261200",-0.615642809989541
"ENSG00000261207",2.43953426536571
"ENSG00000261211",-2.02752374714081
"ENSG00000261240",0.821264443561397
"ENSG00000261245",-2.31471804830908
"ENSG00000261250",0.792302828378092
"ENSG00000261253",0.649357873178651
"ENSG00000261269",-2.24759508791419
"ENSG00000261288",-0.854862494546505
"ENSG00000261324",0.817353279332813
"ENSG00000261327",0.537230747255209
"ENSG00000261329",-0.0673546428651226
"ENSG00000261338",-1.00065883617794
"ENSG00000261342",-1.40863395324748
"ENSG00000261346",0.117329685953633
"ENSG00000261351",-0.22251442082019
"ENSG00000261367",-0.0261165238154566
"ENSG00000261392",-0.234681794963708
"ENSG00000261442",0.805328404606679
"ENSG00000261448",0.366628466981584
"ENSG00000261467",0.600480997898485
"ENSG00000261468",-0.0877665615721512
"ENSG00000261471",0.369938299771581
"ENSG00000261474",-0.319401438913282
"ENSG00000261487",-1.5778329171229
"ENSG00000261505",-0.295568635545808
"ENSG00000261512",-0.5728781955534
"ENSG00000261519",-0.15597314136488
"ENSG00000261523",-3.4625709216559
"ENSG00000261526",-0.628798931712657
"ENSG00000261542",-0.182594503939549
"ENSG00000261546",-0.422061658277056
"ENSG00000261560",-0.204797203972404
"ENSG00000261572",-2.85801480256156
"ENSG00000261578",1.34257129519927
"ENSG00000261582",-0.00622601743774705
"ENSG00000261584",-0.888063194898118
"ENSG00000261592",1.18106385718012
"ENSG00000261596",-2.27235429672087
"ENSG00000261604",1.71433550818016
"ENSG00000261611",2.65036690654505
"ENSG00000261613",-0.980595261801235
"ENSG00000261632",0.0826893374278409
"ENSG00000261641",-3.04021377421572
"ENSG00000261654",0.85100509528541
"ENSG00000261655",-7.18639443620225
"ENSG00000261659",0.515962321866935
"ENSG00000261668",1.8481402322353
"ENSG00000261669",0.960390398577862
"ENSG00000261670",0.265217847359493
"ENSG00000261684",-0.605940595047271
"ENSG00000261717",0.932579328755357
"ENSG00000261722",-3.83860346594021
"ENSG00000261732",0.832432498354529
"ENSG00000261762",2.45949473374785
"ENSG00000261765",0.327595268505004
"ENSG00000261770",0.610316496908151
"ENSG00000261783",0.491583842046668
"ENSG00000261786",-2.12559415833197
"ENSG00000261789",0.208497403379316
"ENSG00000261790",0.258173241690411
"ENSG00000261798",-3.25698608335987
"ENSG00000261799",-0.173640766279586
"ENSG00000261804",1.814072972757
"ENSG00000261819",-0.59825632364574
"ENSG00000261826",0.923930975629292
"ENSG00000261832",-0.875701552637037
"ENSG00000261840",0.261049368920862
"ENSG00000261884",-0.126975918337063
"ENSG00000261888",-1.93262332997781
"ENSG00000261889",0.981443598165858
"ENSG00000261915",-3.05286015400648
"ENSG00000261916",-0.365950331296418
"ENSG00000261924",-0.0895079300211368
"ENSG00000261938",-8.51598811289455
"ENSG00000261996",-3.6774279333443
"ENSG00000261997",-1.47176893807369
"ENSG00000262003",0.167456496823928
"ENSG00000262038",0.480422706863876
"ENSG00000262049",-0.698559102108845
"ENSG00000262050",-0.250599319056163
"ENSG00000262160",-3.37245112945027
"ENSG00000262202",-0.176034606155886
"ENSG00000262228",0.813290683399996
"ENSG00000262265",0.117024506820764
"ENSG00000262267",0.0613363871698012
"ENSG00000262304",-0.247121544561736
"ENSG00000262312",1.2457935896575
"ENSG00000262319",-1.15523725109621
"ENSG00000262362",-1.03006423023831
"ENSG00000262370",-1.32821035757286
"ENSG00000262410",0.0887299953425094
"ENSG00000262526",-0.262608518483301
"ENSG00000262528",-2.63716604831649
"ENSG00000262580",-1.6379175221773
"ENSG00000262624",-0.438493571817329
"ENSG00000262691",-2.0971858171271
"ENSG00000262692",0.248513543943014
"ENSG00000262703",-1.06535325492621
"ENSG00000262712",-0.0074021357535886
"ENSG00000262766",0.444313087915667
"ENSG00000262837",-0.077771849310314
"ENSG00000262848",0.682489443694574
"ENSG00000262869",1.31844162117966
"ENSG00000262873",-0.0350237746942448
"ENSG00000262877",-0.221171361390281
"ENSG00000262879",-0.93728143606255
"ENSG00000262898",-0.447379506406037
"ENSG00000262999",0.644851725644656
"ENSG00000263011",-0.213134439869921
"ENSG00000263089",0.188491183943098
"ENSG00000263120",0.759017686092796
"ENSG00000263126",-0.289171667514913
"ENSG00000263165",-3.5537304982916
"ENSG00000263234",0.756661829978092
"ENSG00000263235",-0.35052362465196
"ENSG00000263272",-0.422892388611384
"ENSG00000263276",-1.15292060507693
"ENSG00000263325",2.06520152956763
"ENSG00000263338",-0.886884450759392
"ENSG00000263551",-0.391655707262703
"ENSG00000263603",-2.83804753439292
"ENSG00000263620",0.391107447861823
"ENSG00000263731",-0.62756130054344
"ENSG00000263786",2.65947612536666
"ENSG00000263823",-1.2596064809883
"ENSG00000263826",0.563397317263015
"ENSG00000263847",-0.0716507310913509
"ENSG00000263963",1.40810477172193
"ENSG00000263982",1.57876763061361
"ENSG00000263986",-3.32951395577358
"ENSG00000263990",0.140119943572472
"ENSG00000264019",-5.67302488113521
"ENSG00000264044",-0.359870924215498
"ENSG00000264066",1.60115487285311
"ENSG00000264112",-1.93916252910455
"ENSG00000264125",3.31598629717015
"ENSG00000264188",0.182325417782046
"ENSG00000264207",-0.547504149202348
"ENSG00000264272",1.60778556510721
"ENSG00000264290",-0.348179651214736
"ENSG00000264304",0.395481369843594
"ENSG00000264456",-0.0257332719709471
"ENSG00000264546",-0.0578990875752077
"ENSG00000264548",-0.230161960544145
"ENSG00000264577",0.0956349642961953
"ENSG00000264635",0.0564120998654822
"ENSG00000264666",-1.53153435417742
"ENSG00000264695",-0.861182159344482
"ENSG00000264727",0.429393763811628
"ENSG00000264739",-0.0112154654349476
"ENSG00000264772",-0.240256805564939
"ENSG00000264808",0.825384963596234
"ENSG00000264812",-0.450385160609502
"ENSG00000264937",0.554349547933556
"ENSG00000265055",1.19949261736638
"ENSG00000265100",2.37776480883401
"ENSG00000265115",1.90518728782772
"ENSG00000265118",-2.89939827168299
"ENSG00000265194",-0.215832256002415
"ENSG00000265205",1.61113886469451
"ENSG00000265218",0.298897136134743
"ENSG00000265257",-0.857333018836091
"ENSG00000265287",-10.4371620953697
"ENSG00000265298",-10.2656055384582
"ENSG00000265303",-1.40360512711343
"ENSG00000265401",0.496082791333115
"ENSG00000265478",-0.318335641814806
"ENSG00000265494",1.70314288583241
"ENSG00000265511",-2.07654676056184
"ENSG00000265542",-0.0668783188885208
"ENSG00000265678",0.18777141870806
"ENSG00000265690",-0.53464719875144
"ENSG00000265739",-0.00468493756450276
"ENSG00000265749",1.0567296883446
"ENSG00000265750",-2.25873161520701
"ENSG00000265784",-2.19602884407327
"ENSG00000265791",-1.89338565946636
"ENSG00000265800",2.39768762019643
"ENSG00000265844",-0.209440792432336
"ENSG00000265912",0.97696406924546
"ENSG00000265971",-3.16252581172581
"ENSG00000265982",-0.591759387579698
"ENSG00000266049",-0.147749993375594
"ENSG00000266086",-3.1161292020941
"ENSG00000266088",0.06525065274766
"ENSG00000266111",1.15256650991809
"ENSG00000266302",1.04390708494382
"ENSG00000266340",-0.157310804992884
"ENSG00000266341",-1.57383669211968
"ENSG00000266371",0.503972579880579
"ENSG00000266456",0.746430260567529
"ENSG00000266469",-0.956241854774477
"ENSG00000266522",-0.910107950075106
"ENSG00000266538",-0.974499229352713
"ENSG00000266602",0.414448740139749
"ENSG00000266642",0.0310328262814391
"ENSG00000266644",1.30096570494152
"ENSG00000266677",0.424423037827692
"ENSG00000266680",-0.0935391311225098
"ENSG00000266709",1.45230704913628
"ENSG00000266718",0.329571537325344
"ENSG00000266728",2.58256053759375
"ENSG00000266783",0.854010484347854
"ENSG00000266821",0.213526326382007
"ENSG00000266872",1.83932041274608
"ENSG00000266891",-1.17844267782285
"ENSG00000266896",0.0500281734046453
"ENSG00000266905",0.712255012078175
"ENSG00000266907",-0.200427492949313
"ENSG00000266910",-1.2140347563956
"ENSG00000266918",1.61033328027781
"ENSG00000266932",1.43402489493293
"ENSG00000266947",1.4606516649036
"ENSG00000266990",-0.18863134889683
"ENSG00000266993",0.704213438091903
"ENSG00000266998",-1.08898110165202
"ENSG00000267001",-1.26858320848709
"ENSG00000267002",-0.655098759810147
"ENSG00000267007",-1.07166662076431
"ENSG00000267009",-0.829676505670388
"ENSG00000267011",0.0454819853712777
"ENSG00000267026",-1.0604221473853
"ENSG00000267033",0.248661020005944
"ENSG00000267048",-0.228777564074846
"ENSG00000267059",4.8380974530549
"ENSG00000267062",-5.91501892637541
"ENSG00000267072",-2.6733494312224
"ENSG00000267074",0.609372414882858
"ENSG00000267075",0.99978896167614
"ENSG00000267078",-0.498048220915393
"ENSG00000267079",-0.131583692318478
"ENSG00000267096",0.975262187192126
"ENSG00000267120",-1.24158129463838
"ENSG00000267127",-4.11978076654701
"ENSG00000267136",0.727241045908246
"ENSG00000267149",-0.801988914291165
"ENSG00000267152",-1.58785413592101
"ENSG00000267160",0.07946293751538
"ENSG00000267175",0.899119826483567
"ENSG00000267179",-1.50716135005645
"ENSG00000267197",1.18387122314226
"ENSG00000267198",0.866882439894334
"ENSG00000267199",-0.73937168491522
"ENSG00000267205",3.06214786094555
"ENSG00000267219",0.325697347097954
"ENSG00000267228",0.568102914415985
"ENSG00000267239",-0.073805655245611
"ENSG00000267244",0.515044614541076
"ENSG00000267248",0.945116179308728
"ENSG00000267249",-0.572781264578237
"ENSG00000267261",0.310076459500949
"ENSG00000267274",-1.3175850847928
"ENSG00000267277",-0.0676449346921488
"ENSG00000267283",-2.07181353016046
"ENSG00000267287",-2.12611657193403
"ENSG00000267293",0.123808499591922
"ENSG00000267303",-0.520742749721041
"ENSG00000267314",-1.44338955253745
"ENSG00000267317",-1.37577280436368
"ENSG00000267318",0.757783492537669
"ENSG00000267342",-0.260753513570609
"ENSG00000267344",-0.931203526356268
"ENSG00000267353",1.22371441783439
"ENSG00000267360",-0.816024497517761
"ENSG00000267364",-0.989822513623105
"ENSG00000267383",0.378277902666703
"ENSG00000267387",1.22365540381311
"ENSG00000267397",-1.64700428414722
"ENSG00000267405",-0.73362418445815
"ENSG00000267412",0.253044269436967
"ENSG00000267423",-0.754490210051256
"ENSG00000267426",0.446394369227238
"ENSG00000267439",-0.169500415594609
"ENSG00000267446",5.04083957212746
"ENSG00000267462",0.710898185522536
"ENSG00000267474",0.879900170538925
"ENSG00000267481",-0.0692301704455126
"ENSG00000267506",0.717515621342895
"ENSG00000267520",3.44687670639381
"ENSG00000267523",0.922642699340056
"ENSG00000267533",-2.46358431066874
"ENSG00000267543",1.57373261403521
"ENSG00000267546",0.47197034523491
"ENSG00000267547",-0.961607736161897
"ENSG00000267559",-0.266093905740039
"ENSG00000267560",1.86260927040368
"ENSG00000267561",-1.64974500148686
"ENSG00000267565",-0.823522651955232
"ENSG00000267568",-0.552189032832027
"ENSG00000267571",-0.459883653532238
"ENSG00000267580",-3.88187615838196
"ENSG00000267612",-0.568731222519667
"ENSG00000267632",0.684745133734355
"ENSG00000267648",-0.897957228808217
"ENSG00000267649",-1.31984935144395
"ENSG00000267665",0.528448366301265
"ENSG00000267666",-0.173836154264703
"ENSG00000267681",-0.280724413712626
"ENSG00000267723",-0.25067119097462
"ENSG00000267724",-0.633713065639885
"ENSG00000267731",0.69498991143762
"ENSG00000267737",2.57867337584532
"ENSG00000267745",-0.717087285302152
"ENSG00000267748",-0.835222840658071
"ENSG00000267749",-0.173692626841106
"ENSG00000267769",-1.04522620842897
"ENSG00000267783",-1.33667861053766
"ENSG00000267801",-0.807853478873482
"ENSG00000267834",0.158827798303168
"ENSG00000267838",-0.849946006672394
"ENSG00000267872",1.50949512402908
"ENSG00000267882",-0.196661853606677
"ENSG00000267892",-0.0502740728338507
"ENSG00000267895",-2.29512310901247
"ENSG00000267904",-0.575882620995404
"ENSG00000267934",-0.890104657558413
"ENSG00000267939",-1.15449699946061
"ENSG00000267940",-1.43654896568293
"ENSG00000267980",-0.838340038243095
"ENSG00000268027",-0.301465713021811
"ENSG00000268030",1.11350455100574
"ENSG00000268047",0.501493703684283
"ENSG00000268069",-0.512726725523372
"ENSG00000268081",-0.272179037862507
"ENSG00000268083",-0.340941450803686
"ENSG00000268087",-0.463165959705785
"ENSG00000268093",0.470184859041326
"ENSG00000268107",0.538692420451154
"ENSG00000268119",1.04901050964641
"ENSG00000268129",-0.438693861204087
"ENSG00000268173",-0.590721716668699
"ENSG00000268189",-0.444411936751684
"ENSG00000268199",-1.9275056871085
"ENSG00000268201",0.203629635334832
"ENSG00000268204",-1.05531341994314
"ENSG00000268218",1.30756114305132
"ENSG00000268230",-0.12743801547585
"ENSG00000268240",1.24941444213978
"ENSG00000268279",-0.621665711125887
"ENSG00000268288",-6.31699943120706
"ENSG00000268316",-2.00490564194685
"ENSG00000268362",0.547519325823776
"ENSG00000268400",0.374594637783187
"ENSG00000268401",0.547477298180159
"ENSG00000268416",-0.00197622153016761
"ENSG00000268460",-0.504624367548524
"ENSG00000268499",0.685630057656414
"ENSG00000268505",1.83250650136141
"ENSG00000268520",-1.75235153824226
"ENSG00000268530",2.43529822026933
"ENSG00000268533",-0.553502449020086
"ENSG00000268536",-0.273185761892887
"ENSG00000268555",0.839835415207644
"ENSG00000268573",0.123943641126323
"ENSG00000268575",0.370176128061899
"ENSG00000268583",-0.227860078173578
"ENSG00000268584",0.266277082081365
"ENSG00000268595",-1.97156689760482
"ENSG00000268614",-1.44948667755212
"ENSG00000268635",0.815301821599155
"ENSG00000268670",0.736715357593979
"ENSG00000268713",-1.79740394388736
"ENSG00000268744",-1.74336223101455
"ENSG00000268750",-0.822884261377786
"ENSG00000268756",0.780179787107071
"ENSG00000268836",-0.614469430629959
"ENSG00000268854",-0.962054867645098
"ENSG00000268858",1.46733398078916
"ENSG00000268912",-1.04374527073655
"ENSG00000268938",-0.268384726946765
"ENSG00000268947",-0.933309138948619
"ENSG00000269044",-1.08064466545252
"ENSG00000269053",-0.168642788429091
"ENSG00000269066",0.618163256830446
"ENSG00000269161",-0.220428950152299
"ENSG00000269176",-0.696700148286761
"ENSG00000269194",-1.5577324196729
"ENSG00000269210",-2.67413835814722
"ENSG00000269242",-2.15488867021801
"ENSG00000269288",1.20084740923883
"ENSG00000269318",-0.721202858472941
"ENSG00000269399",-0.083295105940232
"ENSG00000269403",-2.42468469668851
"ENSG00000269427",-1.04848768888481
"ENSG00000269476",-1.06907028836891
"ENSG00000269480",0.794008691340915
"ENSG00000269481",0.25984496204927
"ENSG00000269514",0.331738693295005
"ENSG00000269570",2.44477184050344
"ENSG00000269604",-0.718920987353553
"ENSG00000269621",-0.95268365240249
"ENSG00000269680",4.46715030685836
"ENSG00000269688",0.714281813682321
"ENSG00000269693",-0.100746561828982
"ENSG00000269707",1.18766199125746
"ENSG00000269711",-2.24318817253529
"ENSG00000269737",1.13747435381628
"ENSG00000269752",0.502132881660659
"ENSG00000269815",-0.166227788775154
"ENSG00000269825",-0.815521418462049
"ENSG00000269842",-0.136496477340965
"ENSG00000269867",-0.0467936145688241
"ENSG00000269889",-0.458673169248251
"ENSG00000269892",-1.81020897604756
"ENSG00000269906",1.04939366361907
"ENSG00000269910",0.610360254436371
"ENSG00000269918",-1.20462941433533
"ENSG00000269921",-0.769848844028889
"ENSG00000269925",0.22121766481357
"ENSG00000269930",-0.981048027057978
"ENSG00000269934",-0.943680470653993
"ENSG00000269937",0.163540646781051
"ENSG00000269940",0.415794310921262
"ENSG00000269945",0.880134954801664
"ENSG00000269947",-0.857943555613147
"ENSG00000269951",2.41901056036257
"ENSG00000269952",2.62538129072963
"ENSG00000269958",-0.281528608297429
"ENSG00000269968",-0.465522157734555
"ENSG00000269970",-4.05338107070553
"ENSG00000269973",-0.297641273383304
"ENSG00000269981",1.43077179602007
"ENSG00000269982",0.100439402669407
"ENSG00000269984",0.917644604082697
"ENSG00000269987",0.365978792248982
"ENSG00000270001",-3.40630210177617
"ENSG00000270008",9.43132598863577
"ENSG00000270012",0.229217161951457
"ENSG00000270021",0.432999819610721
"ENSG00000270022",2.03859120016517
"ENSG00000270039",1.76738658607402
"ENSG00000270060",0.120152564472846
"ENSG00000270062",0.00858719274840365
"ENSG00000270066",0.00191296017991346
"ENSG00000270083",0.569022389443765
"ENSG00000270090",0.256964669092628
"ENSG00000270091",-1.26757221787924
"ENSG00000270108",0.557202884170837
"ENSG00000270120",1.86762395440222
"ENSG00000270127",-0.787704092851009
"ENSG00000270149",3.4074358749155
"ENSG00000270165",0.984468450353806
"ENSG00000270175",-0.113914021079066
"ENSG00000270179",-1.35078757683156
"ENSG00000270184",1.06851747862882
"ENSG00000270207",-1.10350377918801
"ENSG00000270210",-1.55988537316056
"ENSG00000270212",1.64894150883142
"ENSG00000270228",1.47429459361341
"ENSG00000270240",0.450602377078426
"ENSG00000270249",-0.591905171815369
"ENSG00000270277",0.444133106441297
"ENSG00000270299",-2.16657187882243
"ENSG00000270426",2.0427704453551
"ENSG00000270460",1.2479760192735
"ENSG00000270504",1.05259129187293
"ENSG00000270557",-0.590180121411937
"ENSG00000270558",-1.16895672547907
"ENSG00000270574",1.88648025617358
"ENSG00000270589",0.621530724740726
"ENSG00000270605",-0.724708758979478
"ENSG00000270659",2.50855730519144
"ENSG00000270681",0.620495138500888
"ENSG00000270728",-0.914889311994654
"ENSG00000270755",-0.181748593828057
"ENSG00000270871",0.536905242182674
"ENSG00000270890",0.804894494387682
"ENSG00000270956",-0.0278939753332509
"ENSG00000271009",-0.695622359966086
"ENSG00000271011",2.68260342013592
"ENSG00000271032",3.6562925432675
"ENSG00000271047",-0.00678264136148988
"ENSG00000271099",1.17062111937862
"ENSG00000271141",2.7721286069179
"ENSG00000271147",-1.87671960121383
"ENSG00000271151",-0.183183785179695
"ENSG00000271344",0.3850635225129
"ENSG00000271401",1.30344556342503
"ENSG00000271420",0.579173664098692
"ENSG00000271519",0.428707274704313
"ENSG00000271533",1.24483585855791
"ENSG00000271551",0.263696894594382
"ENSG00000271553",0.199353805015613
"ENSG00000271590",1.44323809266881
"ENSG00000271664",0.703908680574575
"ENSG00000271670",1.01755480283773
"ENSG00000271698",-0.55779639778922
"ENSG00000271725",-3.55048012269419
"ENSG00000271732",-0.512858300609176
"ENSG00000271737",0.621411044346067
"ENSG00000271741",2.53258186943123
"ENSG00000271746",-1.20448691546635
"ENSG00000271754",0.157685600800128
"ENSG00000271755",-1.50594049721756
"ENSG00000271780",-0.904195422974238
"ENSG00000271787",-0.260435225521272
"ENSG00000271789",-1.30214900440311
"ENSG00000271793",1.05963204660542
"ENSG00000271795",-0.65816573200214
"ENSG00000271797",-1.30511365330128
"ENSG00000271806",0.0157335187658322
"ENSG00000271828",0.299522496167957
"ENSG00000271830",0.428066073323446
"ENSG00000271843",1.31320006358181
"ENSG00000271851",0.51551830736433
"ENSG00000271855",0.616615894749301
"ENSG00000271857",0.734109186014769
"ENSG00000271858",-1.18701567112211
"ENSG00000271860",-2.21093762539444
"ENSG00000271862",-0.0774651963547681
"ENSG00000271882",-0.251831597929238
"ENSG00000271918",-2.30119254046883
"ENSG00000271936",0.323117384818215
"ENSG00000271964",1.37560856979417
"ENSG00000271971",-0.461316997745968
"ENSG00000271976",-0.246526958765579
"ENSG00000271978",-1.35500551364386
"ENSG00000271993",-0.361964723207832
"ENSG00000272004",1.09357327370472
"ENSG00000272008",1.20350295135329
"ENSG00000272010",-1.47733663074228
"ENSG00000272021",-0.358897933437819
"ENSG00000272037",1.05370456572332
"ENSG00000272054",0.0498796727582246
"ENSG00000272072",1.1585500123144
"ENSG00000272077",-1.23067688802458
"ENSG00000272078",1.92312742973631
"ENSG00000272079",-2.86003557905212
